file_name	seed	formula_x	formula_y
NA	NA	NA	NA
2021-01-04-22-53_seed_3620.png	3620	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-54_seed_8037.png	8037	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-54_seed_277.png	277	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-54_seed_8167.png	8167	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-54_seed_3480.png	3480	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-56_seed_6020.png	6020	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) - y_i^2	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-56_seed_6519.png	6519	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) - y_i^2	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-57_seed_5310.png	5310	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) - y_i^2	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-57_seed_6012.png	6012	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) - y_i^2	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-22-57_seed_4439.png	4439	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) - y_i^2	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-17_seed_4312.png	4312	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) + 2 * x_i	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-17_seed_8349.png	8349	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) + 2 * x_i	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-17_seed_7757.png	7757	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) + 2 * x_i	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-17_seed_4478.png	4478	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) + 2 * x_i	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-18_seed_8720.png	8720	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3) + 2 * x_i	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-19_seed_6653.png	6653	runif(1, -1, 10) * x_i^2 - 2 * sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-19_seed_4558.png	4558	runif(1, -1, 10) * x_i^2 - 2 * sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-19_seed_1162.png	1162	runif(1, -1, 10) * x_i^2 - 2 * sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-19_seed_6134.png	6134	runif(1, -1, 10) * x_i^2 - 2 * sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-19_seed_3596.png	3596	runif(1, -1, 10) * x_i^2 - 2 * sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-21_seed_183.png	183	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-21_seed_3736.png	3736	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-21_seed_215.png	215	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
2021-01-04-23-21_seed_3812.png	3812	runif(1, -1, 10) * x_i^2 - sin(y_i^2) + sin(x_i^3)	runif(1, -1, 10) * y_i^2 - cos(x_i^2) * y_i^4 + y_i^5
